operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,32,default_vehtype,out_of_service,True,60,120,2966;-1;-1,2966;-1;-1,0.0,0.8088177485379385,0.8088177485379385,0,,0,,0,,,,
0,8,default_vehtype,out_of_service,True,60,120,2966;-1;-1,2966;-1;-1,0.0,0.916309922773969,0.916309922773969,0,,0,,0,,,,
0,12,default_vehtype,out_of_service,True,60,120,2980;-1;-1,2980;-1;-1,0.0,0.5469702553792208,0.5469702553792208,0,,0,,0,,,,
0,26,default_vehtype,out_of_service,True,60,120,2980;-1;-1,2980;-1;-1,0.0,0.7073309699952618,0.7073309699952618,0,,0,,0,,,,
0,2,default_vehtype,to_depot,True,60.0,160.56894011848757,2981;-1;-1,2980;-1;-1,794.6363251318754,0.9627983191463305,0.9627188555138173,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2981:60;6320:63.37311885414516;3549:69.01035885414517;6384:69.27219885414517;4032:72.49383885414517;1804:73.40975085414517;4811:75.09239085414518;5237:79.83287085414518;608:88.69895085414518;459:89.02871085414517;2416:91.24235085414517;4011:91.90647885414518;5246:97.83164685414518;363:104.74033485414517;366:106.14541485414517;2314:107.29028685414518;2877:120.46139085414518;1748:121.57991085414518;1743:129.33431085414517;1157:134.07345371128804;2058:139.8632822827166;2092:143.25242513985944;915:148.37059656843087;2980:160.56894011848757
0,6,default_vehtype,to_depot,True,60.0,160.56894011848757,2981;-1;-1,2980;-1;-1,794.6363251318754,0.6326947454697227,0.6326152818372095,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2981:60;6320:63.37311885414516;3549:69.01035885414517;6384:69.27219885414517;4032:72.49383885414517;1804:73.40975085414517;4811:75.09239085414518;5237:79.83287085414518;608:88.69895085414518;459:89.02871085414517;2416:91.24235085414517;4011:91.90647885414518;5246:97.83164685414518;363:104.74033485414517;366:106.14541485414517;2314:107.29028685414518;2877:120.46139085414518;1748:121.57991085414518;1743:129.33431085414517;1157:134.07345371128804;2058:139.8632822827166;2092:143.25242513985944;915:148.37059656843087;2980:160.56894011848757
0,10,default_vehtype,to_depot,True,60.0,160.56894011848757,2981;-1;-1,2980;-1;-1,794.6363251318754,0.7193007567311602,0.719221293098647,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2981:60;6320:63.37311885414516;3549:69.01035885414517;6384:69.27219885414517;4032:72.49383885414517;1804:73.40975085414517;4811:75.09239085414518;5237:79.83287085414518;608:88.69895085414518;459:89.02871085414517;2416:91.24235085414517;4011:91.90647885414518;5246:97.83164685414518;363:104.74033485414517;366:106.14541485414517;2314:107.29028685414518;2877:120.46139085414518;1748:121.57991085414518;1743:129.33431085414517;1157:134.07345371128804;2058:139.8632822827166;2092:143.25242513985944;915:148.37059656843087;2980:160.56894011848757
0,22,default_vehtype,to_depot,True,60.0,162.71951682914118,2979;-1;-1,2980;-1;-1,812.5577977206555,0.6222127960008014,0.6221315402210293,0.0,,0,,0,,,2979;2786;2307;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2979:60;2786:62.004935564798764;2307:65.52369556479876;3549:71.16093556479876;6384:71.42277556479877;4032:74.64441556479876;1804:75.56032756479877;4811:77.24296756479878;5237:81.98344756479878;608:90.84952756479878;459:91.17928756479877;2416:93.39292756479877;4011:94.05705556479877;5246:99.98222356479877;363:106.89091156479877;366:108.29599156479877;2314:109.44086356479878;2877:122.61196756479877;1748:123.73048756479878;1743:131.48488756479878;1157:136.22403042194165;2058:142.0138589933702;2092:145.40300185051305;915:150.52117327908448;2980:162.71951682914118
0,30,default_vehtype,to_depot,True,60.0,160.56894011848757,2981;-1;-1,2980;-1;-1,794.6363251318754,0.8575946831862098,0.8575152195536966,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2981:60;6320:63.37311885414516;3549:69.01035885414517;6384:69.27219885414517;4032:72.49383885414517;1804:73.40975085414517;4811:75.09239085414518;5237:79.83287085414518;608:88.69895085414518;459:89.02871085414517;2416:91.24235085414517;4011:91.90647885414518;5246:97.83164685414518;363:104.74033485414517;366:106.14541485414517;2314:107.29028685414518;2877:120.46139085414518;1748:121.57991085414518;1743:129.33431085414517;1157:134.07345371128804;2058:139.8632822827166;2092:143.25242513985944;915:148.37059656843087;2980:160.56894011848757
0,22,default_vehtype,out_of_service,True,162.71951682914118,180.0,2980;-1;-1,2980;-1;-1,0.0,0.6221315402210293,0.6221315402210293,0.0,,0,,0,,,,
